"text","rating","name","placeId","stars"
,,"UneekCantShoot","ChIJg6vb2uYMiYgR8zjrxz5JJf4","5"
"I was very happy with their work and in replacing our panel, they ran into several unexpected old issues and they fixed those and stuck with it until it was complete. Nice people along with very reasonably priced. Would use again.",,"mike edwards","ChIJhfI7inr9i4gRKDtFrKMXipA","5"
,,,"ChIJYWETw1hRMqYR7MmLF1Fd688",
"Nothing but absolute great things to say about this company. They are professional,  trust worthy, prompt, competitive pricing. All around a wonderful experience working with them and would recommend to anyone. We had some big issues that needed to be repaired and they went above and beyond to get it done correctly and quickly for us. We will use them any time we need electrician work done.",,"Toni Mickle","ChIJae1FuYqAiYgRgNSYxlJPbNQ","5"
"Great service fast response honest people",,"Ricky Mickle","ChIJae1FuYqAiYgRgNSYxlJPbNQ","5"
"We used ashville electric for the first time but will not be the last time. Kevin, Ryan and James I applaud your hard work rewiring our home. We have a crawl space of about 14 inches and James was able to worm his way under our home. Thank you James. Ryan, thank you for your hard work running line to garage and more. Kevin, hold on to them good workers are hard to find. I can say ashville electric definitely earned their money doing our home and I would recommend them to any and all. Thank you so much for being on time and doing all that you said you would do fast and professional. Communication is an A++++ something I hold high. Again thank you and God bless
Bill and Tina",,"William Bazzano","ChIJae1FuYqAiYgRgNSYxlJPbNQ","5"
,,"Juan Rodriguez","ChIJae1FuYqAiYgRgNSYxlJPbNQ","5"
"We have been using Ashville Electric for several years now. They are great! Fair price and good work. After Kevin leaves, you'll feel like you found a new friend! HAHA... Good folks, highly recommend.",,"kelly johnson","ChIJae1FuYqAiYgRgNSYxlJPbNQ","5"
"Fast, friendly and professional service.",,"Brenda McCombs-Stephens","ChIJae1FuYqAiYgRgNSYxlJPbNQ","5"
"Very professional and great work!",,"Amber Wilcutt","ChIJae1FuYqAiYgRgNSYxlJPbNQ","5"
"Awesome guys. Very professional and do quality work",,"mellis4202","ChIJae1FuYqAiYgRgNSYxlJPbNQ","5"
,,,"ChIJzcflkcBd5AERY6UaAbtE2Zg",
"Have mot Been there",,"Loreen Faust","ChIJFQ_LOtwliYgRrpRiwmivN4c","1"
"They were responsive, professional and very fair in their pricing. They found the problem quickly and fixed it in minutes. I’ll be using them for future projects and definitely all repairs.",,"Randy Moss","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Headed where I can share easily with the people I’m going to say and also my wife so she can keep up with me",,"Leonard Tatro","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"We had a great experience with A-1. He was able to come out immediately. Very friendly and helpful. Very kindly did not even charge us because it turned out we did not need anything serviced, so I imagine rates are very reasonable. I would recommend.",,"Amy Nash","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"They do fantastic work, can't recommend them enough.",,"Matthew Whip","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Very professional and would highly recommend.",,"Tammy Powell","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Did not take long to fix the problem and had reasonable rates. responded the same day I called him",,"Ronald Renz","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"just adding another voice for great service.  We had another electrician from another company come out for an hour trying to find why an outdoor outlet did not work.  Leonard fixed it less than 5 minutes; very reasonable and smart.",,"Wilson Morris","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Did a great job of finding my problems in the electrical system in my newly purchased home. Advised of every change he made and was very helpful on how to keep things running properly. Could not have been more pleased with his work. Would recommend him to anyone.",,"Ted Peterson","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"He was on time and did a great job. He even got hit with a small snag and was able to complete in a timely manner and charge a good price for the job. I now have a go to electrician local too!! Will use him again.",,"Evan Alden","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Excellent response and took excellent care!",,"Bart Bolton","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Leonard did a fantastic job! He’s efficient and knowledgeable. I highly recommend him for any small or large job you may have.",,"Hali Thacker","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"My 82-year-old, widowed, grandmother needed a box replaced because her power went out in 90° weather. We were very specific on the phone that payment was to be handled over the phone by us, and to not even bother her at all. but instead two strange men knocked on her door and proceeded to stand in her home for almost 45 minutes while frequently reminding her that every moment they were there would cost more money. When payment was finally handled, one of the men chose to share that he served 2 years in prison. That combined with his rude demeanor severely frightened her and she ended up not feeling comfortable spending the night in her own home. We work closely with electricians at our job, and have never encountered someone so distasteful or unkind. Will NOT use again!",,"Megan Grace","ChIJz-6Re8zLiYgRoeb_SE-zVsY","1"
"Outstanding service and knowledgeable. Does things the right away, the first time.
Definitely recommended.",,"Jim Glimpse","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"We had a great experience with A1. He was on time, knowledgeable, professional, and kind. He explained everything to us to make sure we understood exactly what he was doing and why when replacing our outdoor breaker box. We highly recommend A1 if you are looking for any type of electrical work for your home.",,"Ann Carpenter","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"I've been using A-1 for 10 years. Leonard is highly qualified, knowledgeable and has all the certifications. His work is excellent and he uses only the best materials.",,"Steve Self","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"I always call Leonard for any electrical issues I have.",,"Dusty Alexander","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Very helpful and knowledgeable!",,"Millie Patterson","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Very thorough and knowledgeable!",,"Ronnie Stracuzzi","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Customer Service and Phone Etiquette severely needs working. Would not recommend",,"Robert Fitzgerald","ChIJz-6Re8zLiYgRoeb_SE-zVsY","1"
"Very professional and affordable very well pleased with the job he did for me. Would highly recommend A-1 electric to anyone.",,"Chris Rollo","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"Hardik Patel","ChIJ6ze2KIkajogR0RSFYGd6eSI","5"
,,"Ladyofage","ChIJ6ze2KIkajogR0RSFYGd6eSI","3"
,,"Charles Thomas","ChIJ6ze2KIkajogR0RSFYGd6eSI","4"
"Leonard always does great work, he's timely, and his rates are great.  Had some issues with some electrical outlets and light fixtures - he fixed them all and got our panel up to code.  He also ran a new line for us for an outdoor fixture and replaced some outdoor lighting while he was here.  All at extremely reasonable rates and under the estimated time!  We will always be calling on A1 Electrical Services for all electrical needs.

(11/6/2023) Leonard came back out and installed some lighting fixtures for us.  He did a great job as usual.  We're very pleased with his work.",,"Tony Harbin","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"We had an electrical issue where we had lost power to a room.  Came out on time and was able to solve the problem quickly.",,"Nicole Taylor","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Prompt to answer my call for service.
Provided updates for their arrival time. Friendly, professional, and quality of service. Would recommend this company highly to anyone.",,"David Calvert","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Absolutely wonderful! Helped us more than he knows!",,"Diana Reeves","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Tried to get hold of my electrical guy to wire up my tankless hot water heater for several days, he still hasn't returned my calls. Called A-1, he answered and got me in for the next day. Then he called and said he could see me earlier, so that's another plus. Found him to be knowledgeable, efficient, and professional. He's my new electrical guy.",,"Darin Smith (Smitty)","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Professional with friendly attitude. Figured out the problem swiftly and corrected it. Has worked at our home twice. Would give more stars if able.",,"Sarah Bess","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"We had a great experience with A1. He was professional, knowledgeable, affordable, and came in a timely manner. I will not use anyone else. He added a Tesla charger, repaired ground wires on my dock, and a few other small things.",,"Rose Wambsganss","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"Lynn Johnson","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Leonard and his son was very professional,  knowledgeable,  excellent communication, and on time. They installed a 240 plug and breaker box for my daughter's kiln. Highly recommend them for any electrical needs!",,"Jeanie Rhodes","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"Roslyn Batchelor","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"I had made an appointment with letter to do some work on my stove and he did a great great job I appreciate it very much",,"Pamela Wood","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Leonard is very knowledgeable. Did exactly what I wanted. He had the electrical outlets and supply’s in his van ready to go and completed it all in a timely fashion. Great price for what I had done. Thanks",,"Robert Ecuyer","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"I had to have some work done and now the breaker trips when plug ins are used in the basement and half of them didn’t even work after they got done.",,"Emily Crane","ChIJz-6Re8zLiYgRoeb_SE-zVsY","1"
"I had Leonard install an outside 30AMP receptacle on my outbuilding for my RV a couple of weeks ago. He was very easy to communicate with for the appointment, contacted me the morning of the appointment and  his navigation system gave up-to-the minute arrival details.  He had all the necessary parts needed and worked with me for the best placement of the box.  He was efficient and left the area cleaner than it was when he arrived.

I used A-1 a couple of years ago for a problem in the same out-building.  Turned out to be a loose breaker.  Didn't have a problem  with his service then either - which is why I called him for my new circuit.

I've been thinking about going solar and found out Leonard is also very knowledgeable about solar. After he installed my RV circuit we discussed what would be needed and a very rough estimate so I could get an idea of the costs.  If/when I decide to make the Solar plunge I'll be calling Leonard for a more comprehensive estimate. I've spoken to a Solar Company in Birmingham and they were a joke.  Their prices were outrageous and got to the point they wouldn't return phone calls.  I got the complete opposite with A-1.

Leonard is no nonsense and ethical and will tell you like it is.  If he sees a problem or something unsafe he'll tell you.

I'm fairly new to the Cullman area and have had problems finding good contractors/plumbers/electricians.  A-1 is my go to Company for any electrical work needed.",,"E Gilbreath","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Leonard has done work for us on multiple occasions.  He has always been prompt and professional.  We bought a house (it passed inspection 😑) whose previous/original owner did the work himself, a lot incorrectly.  I noticed not long after our purchase there were issues with electrical.  Leonard came out and found problems, including a dangerous issue.  The last time he came, Leonard was at our house all day, even a couple of hours into the evening, until he completed the work.  We feel he cares about doing an excellent job. He is our go to electrician.",,"Karen Slane","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"We've had elecrrical issues for years. We eventually had issues where all of our 240 plugs stopped working, as well as several other plugs.  Leonard replaced the breaker box and meter box. He was always professional, corteous, on time, and explained everything he did. A couple of weeks later our water heater broke. He came back out for free and after proving the problem wasn't related to his work, he recommended replacing the water heater, and explained how to do it. I decided instead to replace the heating element, since a new element would only cost $20. Leonard spent half of Sunday walking me through on the phone how to replace it, and now I have hot water again. I will continue to use Leonard for any electrical issues.",,"D J","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"A-1 Electrical Service provided the most efficient and professional service we could have asked for. Our older home has required a lot of services over the past year, and A-1 electrical has been a really great example of professional and knowledgeable service. We are already planning to hire them again for our next electrical project.",,"Susanna Heinze","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"Patricia Cleghorn","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Had a great experience with Leonard. He was able to fix a problem at our house in a timely manner. I was very impressed with his knowledge  and kindness. If you need electrical work give them a try  you will not regret it. Proffesional and overall outstanding service.",,"Brandon A.","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"They were very courteous with Tommy's wiring problem and fixed the first part of the problem and told us how to get the rest of the stuff fixed. They were very helpful and I would recommend them. They do a good job",,"Jeanine Burney","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"James Harris","ChIJIemoMM5uYksR4bSEmcJNHFM","5"
"Shout out to Nick Brooks (and his sons).  They are excellent, organized, honest and efficient electricians. My home needed so much electrical work.Former contractor had never finished a tear out/remodel.
Thanks Nick, Colton and Conner. I recommend your services to anyone. It’s encouraging to find good business people.",,"dotty still","ChIJIemoMM5uYksR4bSEmcJNHFM","5"
"Can’t ask for a better experience.  Nick and Colton are polite and joy to be business with. I personally  recommend them without hesitation.",,"darwin whitlow","ChIJIemoMM5uYksR4bSEmcJNHFM","5"
"Very polite! Great customer service.",,"Haley Riley","ChIJIemoMM5uYksR4bSEmcJNHFM","5"
"They hooked me up, man. Solid work  took care of me and was an honest guy. Recommending to all my family and friends.",,"AC Jordan","ChIJIemoMM5uYksR4bSEmcJNHFM","5"
"Great work and a great worker",,"David Crowe","ChIJIemoMM5uYksR4bSEmcJNHFM","5"
"Great work done for my elderly mother and grandmother, efficient and trustworthy…also a friend.  THANKS!!!",,"Eric Palmer","ChIJIemoMM5uYksR4bSEmcJNHFM","5"
"Showed up on time .Great service!",,"kevin hayes","ChIJIemoMM5uYksR4bSEmcJNHFM","5"
"Amazing customer service, very fast, and clean work. Highly recommend",,"Jay Calloway","ChIJIemoMM5uYksR4bSEmcJNHFM","5"
"Contacted All Source about trouble shooting some light switches-installing a GFCI in a bathroom plus digging a trench to run wiring for a lamp post and putting up a  outside  by a basement door on a brick surface.All this was done in just over 6 hours. Great people and Great work. Very Happy with their workmanship and kept everything Clean!!.That's a big plus in my book. I'll  be calling them again to install some landscape lighting.",,"Tim Jasper","ChIJIemoMM5uYksR4bSEmcJNHFM","5"
"He came to my house and told me my entire breaker box as well as my exterior electric meter needed replacing. He talked a good game. Almost all of my basement electrical work was already in place because I was putting a one bedroom apartment in where a one bedroom apartment used to be. I simply needed some finishing work done. After he left he called the city to request they put a stop work order on me. The City inspector was at my house within 15 minutes. It turned out to be the best thing he could've done for me. The city inspector told me neither my breaker box nor my outside meter needed replacing. They did not put a stop work order on me because almost all my electrical work was pre-existing. Turns out A1 was just feeding me a line to run up a huge estimate for things that did not need replacing. They'll never get my business. They aren't trustworthy and they're willing to tell you things need replacing when they don't just to run up the bill. His estimate to finish wiring 2 rooms where most of the electrical was already in place from the previous apartment was almost 5k. I'm really glad the inspector came out and let me know most of the estimate wasn't required to pass an inspection. I'm now free to find an honest electrician. I plan to call a couple of them on Monday. If this guy gives you an estimate plz be sure to get a second opinion. It could save you thousands.",,"Shari Fox","ChIJz-6Re8zLiYgRoeb_SE-zVsY","1"
"Leonard and his son were very professional and thoughtful about my situation. I had a few outlets that did not work and immediately knew the problem. Mr. Tatro also addressed a concern I had with my breaker box. I will continue to use them for anything electrical-related in my home.",,"Alexes Murillo","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Update since Google requested it: My lights are still going fine and the work is guaranteed so no issues here.
Fixed my problem super fast. Very professional.
Update Feb '22: Leonard was very professional and easy to work with. Thank you Leonard.",,"FrostByte","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Great professional electrician",,"Megan Strazi","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"We had Mr. Leonard out to install a new outlet for us in the garage and it was a great job as usual! This is the second time we have used A-1 Electrical Services and we will definitely use him again if the need comes up. Professional, neat work, on time and very nice to talk to, you couldn't make a better choice.",,"Petie Sims","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Leonard and his team did a great job! They made an appointment for us when no other companies would. They kept us updated the day before and the day of, and were even early for our appointment. He was very professional and addressed every issue we had. We will be using A-1 from now on, and would recommend them to anyone.",,"Coray Symonds","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"One of the best electricians I have ever met, really friendly and willing to go out of his way to get the job done right, I highly recommend A1 electricians",,"mark brown","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"My parents had him come out and replace a breaker box and he did a fantastic job. Very professional and was very reasonable on price. Would recommend for any electrical work big or small.",,"Jeff Franks","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Had a great experience with Leonard today. I called and spoke with a lady to set an appointment. She was very nice and helpful. I was able to get Leonard out to look at an issue that had been on going for some time. Even though it wasn’t technically an electrical issue, he was able to track it down! He was upfront about everything, i.e., cost, time, and even suggestions. Grateful for his knowledge and kindness.",,"J Moses","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Work was good. Only reason I couldn’t give it a 5 was we were told one rate when we called to get an appointment and charged another. We were also told we would receive a senior citizen discount and did not receive it. I called the service number and was toId someone would get back in touch with us about this matter. The work was done 8/23/22 and no one has contacted us about this. Other than this I was satisfied with with work. If his rate has changed or the discount has changed the company needs to communicate that to their dispatcher.",,"Bob smith","ChIJz-6Re8zLiYgRoeb_SE-zVsY","4"
"Leonard came out to wire a pump on my dock that will be used for irrigation. He did an excellent job and gave advice for other issues that I could resolve myself. He also repaired a couple of switches that were incorrectly installed by the subcontractor that originally wired the house. I will use him again in the future if needed.",,"Steve Mitchell","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Leonard did a great job installing electrical hook-up  for our barn. He was very professional and super nice. I would not hesitat to use again.",,"ricky edwards","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Leonard is worth every penny. Very meticulous and precise. Just a really great man and electrician.",,"G S (G)","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Excellent service, on time, quality work, reasonable rates. Response time very fast.  Only electric  service I will use now.",,"Pamela Thrasher","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Very good customer service.  Discussed issues and went in detail on a call before i even had to book him as he tries to resolve easier things without charging you.  Very knowledgeable and will update this review after our appointment.

Update: Amazing job! Worked with the power company and got everything running again after lightening had struck a transformer in my front yard and caused outages to all my appliances and a/c. Went out of their way to help my parents get settled into their new home!",,"William Powell","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"We had a 50 amp outlet added to our home. He was knowledgeable, friendly, and fair priced. I would 100% recommend him to others!",,"Sara Cardoza","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"Leslie Grund","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"Michelle McGrew","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Mr. Tatro repaired an electrical switch for my 91
year old mother. His expertise,  professionalism, and excellent repair work was impressive. I highly recommend A-1Electrical Services. We will definitely be calling A-1 Electical in the future!",,"Rebecca Lollar Reeves","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Leonard is THE go-to person for all electrical needs.  He is very professional, friendly, and knowledgeable about his work.  He installed and grounded two new breaker boxes and a new meter box for us (one in main house, one in pool house).  It was a three day job that involved power to the house to be turned off, but Leonard made sure that we had power overnight each night for the duration of the job - which was a very pleasant surprise!

He goes above and beyond for his customers.
He helped us to identify potential problems, and we have future work scheduled with him from his findings.  His work is impressive, very well crafted, and he cares about everyone's safety.  Highly recommended!",,"Amanda Upton","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"Nancy King","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"Shalene Brown","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"We use this service for all our electrical needs.  Leonard has provided quality work in a professional manner. He is dependable and easy to work with.",,"Debbie Tiefenbacher","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Very helpful and experienced. Good value too. If you need any professional electrical work Leonard is your guy!",,"Ethan Johnson","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"He got me in early .He is very knowledgeable about his trade very fast and friendly.And just a real nice guy .We will be using him again",,"Jamie Roat","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Great job on time and found the problem in 2 minutes another 30 minutes and he was done couldn't ask for better service",,"Kelley Bealsey","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"We called A-Electrical service on Sunday night due to no power in half of our living room including our internet service. In less than 20  minutes he found a short in one of our outlets. We are so thankful that he made the time to come out and help us. This could have been a dangerous situation. He replaced the outlet and had us up and going in no time. Fee was reasonable considering it was on the weekend. We plan to have him back to check the whole house. We are very satisfied customers and very thankful for his help!",,"Mandy Shaddrix","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Electrician helped out on a weekend main panel malfunction. He did a great job accurately diagnosing the problem and getting us up and running.",,"Patrick Tomeny","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Good service, but a little expensive .",,"Lynn Tuten","ChIJz-6Re8zLiYgRoeb_SE-zVsY","4"
"Leonard was awesome! I had a previous electrician come out to the house to troubleshoot a 4-way switch wiring issue and he who shall not be named couldn't locate the problem. So, I booked an appointment with Leonard and he located the issue within 10 minutes and had it fixed shortly after.  I would highly recommend A-1 for any electrical needs.

Thanks,
Clay",,"Clay Mac","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Very nice and family oriented man. Did excellent work even did a call back to check up on everything",,"Lynn Brizendine","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"Robert Spaulding","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Lenny has done several jobs for us and has always done great work. He is always on time, polite, pleasant & very helpful. I highly advise anyone that needs an electrician to call A-1.",,"Cathy Gamble","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"Kenny Depew","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"I'm so glad I called this company Leaonard was on time very knowledgeable and  got the job done. I will definately use him again.",,"C W","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"Leonard was excellent.  I have used him multiple times and he never disappoints!  On time , extremely professional and very knowledgeable.  I would recommend him to anyone who needs any electrical work completed",,"Thomas Wiley","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"We are very pleased with Leonard's work. Very professional, on time, quality work and reasonable prices. We have used him for several different jobs over the years and always have great results. He has installed wiring for pool, pottery kiln and updated light fixtures for us.  I would recommend him to anyone who needs electrical service.",,"Catherine Posey","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"We were very pleased with the quality of work performed.  He was very professional in his approach, friendly and easy to ask questions and feel  comfortable with response.  We will definitely use him again and will feel good about recommending him and his work to others we know;",,"Tommy Parker","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"A-1 Electric is the go to place for all electrical.  Leonard was prompt.  Great service repaired all my known problems.  Repair outlets, installed new underground line to pool, installed new line to wife’s craft room.
He suggested a new line for fridge, which I declined, but I was wrong.  Bought new cooker, need more amps.  Calling him again.  I appreciate his knowledge.  Cleans up any debri.  A-1 Electric will solve your problems, and install anything electrical properly.  Oscar Morales",,"Oscar Morales","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
,,"E. Curtis","ChIJz-6Re8zLiYgRoeb_SE-zVsY","5"
"I was referred to Shane for an electrical problem that I was having with a home that I purchased. He spent almost 10 hours working on the issues and problems. He didn't finish till around 10 o'clock at night. The one thing that I appreciate about what he did was, he didn't give up, he did the least invasive ways of repairing things and wanted it fixed correctly. That is extremely important when you're dealing with electrical in your home. If you have a need, would recommend you give him a call.",,"Stan Davey","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Great job at a great price ! Recommended a product that was a product that met our needs more than what we initially thought we wanted.",,"Cheryl Mills","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Qualified staff.",,"Elizabeth Sue Morris-Barnett","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Replaced main circuit box did a great job Shane is very good at his job would use again.",,"Patricia Matheny","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"I had a shorted electrical outlet & a light fixture to install. Shane was on time, gave me upfront pricing. He was very professional, cleaned up after the work was completed. A Great Experience! I will be calling Alabama Electrical for all future needs.",,"Diana Rogers","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Highly recommend Shane for any electrical work. He's very professional, reasonable, and knows what he's doing. Unlike some, Shane tells you the price upfront and arrival time. There's never any hidden surprises. A man of his word! You can't go wrong with him.",,"Cindy T","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Installed 3 Ring flood lights and a doorbell. Excellent work, great attention to detail and professional in making sure everything was functioning properly to my satisfaction.",,"Matthew Jacks","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Shane did an incredible job on the complete re-wire of my 1970's home, which had dangerously degrading aluminum wire. He was extremely professional and went above and beyond in replacing my wire with copper and getting my home up to code. I give Alabama Electrical Service my highest recommendation!",,"Kim Westbrooks","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"After a recent storm, several of my lights would not turn on. I called Alabama Electrical Service and spoke with Mr. Shane Roney who knew exactly what was wrong and helped me very quickly. Simply the fastest, best service I have ever had and I would recommend them  to anyone. It is hard to find excellent service these days, but I found it with this company.",,"Sandra Weyerman","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Excellent job performed on time with a fair price",,"Terry Law","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Im so happy that i found you, top notch service,  good price,  great work ethic. 100% recommend to anyone who wants a job well done the first go around.  Thank you Shane, i will forever be grateful and will call on you again soon to install the mini split and other wiring needs!!",,"Tammy Howell","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"An electrician that truly cares about his reputation and it shows in his work!
Shane troubleshooted, replaced a faulty circuit breaker and added additional circuit breakers where needed, tightened loose wires and more. Highly recommended!!",,"Daniel Hengeveld","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"I was very pleased with the the professionalism of this company and I explained what I needed done and I was happy that services were top notch. I recommend this company to anyone who need great quality work and reasonable charges🤗",,"Odessa Macon","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Shane was wonderful!  Professional and friendly.  He installed a Chandelier that was a bit tricky, and did a great job!  We will definitely use him again, and  recommend highly!",,"Jamie Archer","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"I had a power outage in my guest house. This was a huge repair project requiring a new underground service to be installed. They did a fabulous, professional & neat job. I would not consider calling anyone else for my electrical needs but Alabama Electrical Service. They are simply the best!",,"Gary Rogers","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Very professional, great work, easy to communicate with on projects. Thanks for a job well done. Recommend highly.",,"Torsten Dryden","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
,,"Bruce Ellis","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Highly recommend. Very professional work. You won't go wrong using this company. Money well spent.",,"Tamika Kirksey","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Great work. Highly recommend this business. Nathan does great work and professional.",,"Tom Herald","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"Fantastic!  Efficient.  Professional.  Perfect job.  I whole-heartedly recommend them.",,"Derek Ashmore","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
"So kind and polite. Professional and efficient. 100% recommend.",,"martha ledford","ChIJ__K2REINjogR2DOWaH9__RM","5"
,,"Tayvyon Fuller","ChIJ__K2REINjogR2DOWaH9__RM","2"
,,"Linda Lewis","ChIJ__K2REINjogR2DOWaH9__RM","5"
"I strongly recommend JCE Electrical for all your electrical needs! .... On time, hard working and honest.... They installed our  service pole, ran underground power to our house, and reconfigured our complicated Off Grid power system to run On or Off the Grid.",,"Rodney N","ChIJ__K2REINjogR2DOWaH9__RM","5"
"John is a very experienced and professional electrician. We have been off-grid for 9 years and we decided to connect to the power company. So, John came out and put in our meter pole, ran the wiring underground and into our house. He knew just what to do! I’m so grateful to him and his team!😊",,"Melody Noble","ChIJ__K2REINjogR2DOWaH9__RM","5"
"He is an excellent example of what tradesmen should be.  After the debacle of our first electrician, we called him on a Friday afternoon 4 weeks ago.  He came over right away, took notes, and called with an estimate at 8 the next morning.  He started a week later, finished the preliminary, and when we are ready for the rest he will come back. Very knowledgeable and professional.",,"Dana Neilland","ChIJ__K2REINjogR2DOWaH9__RM","5"
,,"Susan Hartin","ChIJ__K2REINjogR2DOWaH9__RM","5"
"Shane was very professional and reasonably priced. I highly recommend him.",,"Kevin Word","ChIJJfcpMbdTiogRtXDFnhOJ4fk","5"
